dobih_number,name,height_m,height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,latitude,longitude,nearest_center,min_distance_km,nearest_center_lat,nearest_center_lon
1094,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag West Top,910.0,2986.0,248489.0,870472.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.698452989087734,-4.543852344706961,Strathpeffer,12.284919107510392,57.5880136,-4.5381918
1092,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag,928.0,3045.0,249231.0,870677.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.70054199399758,-4.531544743179243,Evanton,12.257619953989986,57.6633088,-4.3374679
1093,Glas Leathad Mor (Ben Wyvis) - Meall nan Bradan Leathan [Fiaclach],920.0,3018.0,249662.0,871096.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.704446230740665,-4.524582436833574,Ardross,11.837250272601617,57.7366249,-4.3345717
1123,Ben Hope,927.0,3041.0,247750.0,950151.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,58.413129951246106,-4.607853262579195,Tongue,13.323271711982532,58.4795782,-4.4173192
1165,Ben Klibreck - Meall nan Con,962.1,3156.0,258530.0,929921.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,58.235219986331195,-4.411124070643008,Altnaharra,5.636483293863012,58.2829468,-4.4435858
1183,Ben More Assynt,998.0,3274.0,231830.0,920150.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,58.138185794435266,-4.858211663771199,Achfary,19.59200361982379,58.3117739,-4.9155578
1186,Ben More Assynt South Top,960.0,3150.0,232402.0,919289.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,58.13067942820487,-4.847892449367859,Achfary,20.522943641447863,58.3117739,-4.9155578
1184,Conival,987.0,3238.0,230330.0,919938.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,58.13571094956467,-4.883499842454235,Achfary,19.667096964122994,58.3117739,-4.9155578
1246,Sgurr nan Gillean,966.1,3170.0,147157.0,825296.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.2482420126347,-6.1931782348283875,Satran,8.622932495884706,57.298078,-6.3030755
1261,Sgurr nan Gillean - Knight's Peak,914.24,2999.0,147180.0,825426.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,57.249419362553176,-6.192930591615962,Sconser,8.549434882236024,57.312861,-6.112569
1254,Am Basteir,934.0,3064.0,146564.0,825302.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.24796778762036,-6.202984827230886,Satran,8.200738714757406,57.298078,-6.3030755
1260,Am Basteir - Bhasteir Tooth [Basteir Tooth],917.16,3009.0,146508.0,825279.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.247730725985214,-6.203886825745476,Satran,8.1790703643225,57.298078,-6.3030755
1247,Bruach na Frithe,958.8,3146.0,146085.0,825198.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.24677060979839,-6.210794648308145,Satran,7.957688002129861,57.298078,-6.3030755
1253,Bruach na Frithe - Sgurr a' Fionn Choire,936.0,3071.0,146429.0,825207.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.24704194180697,-6.205118844352341,Satran,8.178231659905222,57.298078,-6.3030755
1259,Sgurr a' Mhadaidh,918.0,3012.0,144700.0,823512.0,Unclassified,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.23089641541962,-6.231948855498874,Satran,8.607904602593356,57.298078,-6.3030755
1243,Sgurr a' Ghreadaidh,972.1,3189.0,144525.0,823126.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.227340909021564,-6.234442610736136,Satran,8.882602463684458,57.298078,-6.3030755
1244,Sgurr a' Ghreadaidh South Top,969.9,3182.0,144540.0,822967.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.22592489562284,-6.234031372129579,Satran,9.033700409199168,57.298078,-6.3030755
1245,Sgurr na Banachdich,965.0,3166.0,144046.0,822448.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.22099979694191,-6.2416557693875,Satran,9.33274407684255,57.298078,-6.3030755
1251,Sgurr na Banachdich Central Top,942.0,3091.0,144107.0,822292.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.21963637635705,-6.240487815158452,Satran,9.499797808226296,57.298078,-6.3030755
1256,Sgurr na Banachdich - Sgurr Thormaid,926.0,3038.0,144098.0,822633.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.22268612675988,-6.2409875346086086,Satran,9.177086175098975,57.298078,-6.3030755
1240,Sgurr Dearg - Inaccessible Pinnacle,985.8,3234.0,144404.0,821564.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.213280462836906,-6.234834897090718,Satran,10.283590632830379,57.298078,-6.3030755
1241,Sgurr Dearg - Cairn,978.0,3209.0,144385.0,821590.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.213502783680454,-6.235175324576966,Satran,10.252751201224429,57.298078,-6.3030755
1248,Sgurr Mhic Choinnich,948.1,3111.0,145020.0,821043.0,Unclassified,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.208956219325025,-6.224130107198838,Elgol,9.939067143614793,57.1492354,-6.1014299
1239,Sgurr Alasdair,992.0,3255.0,145000.0,820783.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.206615883602446,-6.224193759203798,Elgol,9.770197587059966,57.1492354,-6.1014299
1242,Sgurr Alasdair - Sgurr Thearlaich,977.1,3206.0,145076.0,820779.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.20662231902286,-6.222935063152904,Elgol,9.713341252054027,57.1492354,-6.1014299
1249,Sgurr Alasdair - Sgurr Sgumain,947.9,3110.0,144844.0,820673.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.2055436484794,-6.226656157337515,Elgol,9.806602362577859,57.1492354,-6.1014299
1250,Sgurr Dubh Mor,944.0,3097.0,145758.0,820547.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.20492266484499,-6.211439471487647,Elgol,9.072316539037246,57.1492354,-6.1014299
1252,Sgurr Dubh Mor - Sgurr Dubh an Da Bheinn,938.0,3077.0,145521.0,820462.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.204029688451826,-6.215264760303238,Elgol,9.175994489280628,57.1492354,-6.1014299
1258,Sgurr nan Eag,926.3,3039.0,145705.0,819536.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.195836069117966,-6.211281347499667,Elgol,8.408294803928522,57.1492354,-6.1014299
1255,Blabheinn [Bla Bheinn],929.0,3048.0,152990.0,821743.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.21959282307638,-6.093230981329099,Torrin,4.918674978268776,57.2130422,-6.0124378
1257,Blabheinn South Top,926.5,3040.0,152855.0,821529.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.217602592018764,-6.095247913570901,Torrin,5.011733838774636,57.2130422,-6.0124378
1301,Ben More,966.0,3169.0,152576.0,733078.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.42484648053461,-6.014045180474494,Pennyghael,6.708785889146321,56.3645719,-6.0188641
